id,title,description_long,category_id,subcategory_id,tags,weight,price,image
21168,Подмосковные вечераF1 Скороспелый партенокарпический гибрид женского типа цветения с дружной отдачей урожая,168. Подмосковные вечераF1 Скороспелый партенокарпический гибрид женского типа цветения с дружной отдачей урожая,21,,гібрид,,,p_21168_1.jpg
01169,ПоланF1,169.ПоланF,1,,,,,p_01169_1.jpg
01170,ПотомакF1,170.ПотомакF,1,,,,,p_01170_1.jpg
01171,РациборF1,171. РациборF,1,,,,,p_01171_1.jpg
01172,Подарок осени,"172.Подарок осени.Среднеранний сорт с удлиненным периодом плодоношения. От всходов до начала сбора урожая 42-45 дней. Растение среднеплетистое. Плод цилиндрический, длиной9-11см,без горечи, крупнобугорчатый. Очень хорош на вкус - хрустящий, сочный М 23:08 Мама",1,,сорт,,,p_01172_1.jpg
01173,Родничок F1,173.Родничок F,1,,,,,p_01173_1.jpg
01174,РодничокF1,174.РодничокF,1,,,,,p_01174_1.jpg
01175,Руфус F1,175.Руфус F,1,,,,,p_01175_1.jpg
01176,СамородокF1,176.СамородокF,1,,,,,p_01176_1.jpg
01177,Сын полкаF1,177. Сын полкаF,1,,,,,p_01177_1.jpg
01178,Сквирский F1,178. Сквирский F,1,,,,,p_01178_1.jpg
01179,Семко F1,179.Семко F,1,,,,,p_01179_1.jpg
01180,Самоопыляемый F1,180.Самоопыляемый F,1,,,,,p_01180_1.jpg
01181,Сремский F1,181. Сремский F,1,,,,,p_01181_1.jpg
01183,Титус F1,183.Титус F,1,,,,,p_01183_1.jpg
01184,Феникс 640,184.Феникс,1,,,,,p_01184_1.jpg
01185,Феникс 640,185.Феникс,1,,,,,p_01185_1.jpg
01186,Феникс плюс,"186.Феникс плюс.Улучшенный сорт,поз-неспелый, пчёло-опыляемый сорт открытого грунта универсального назначения. Вплодоношение вступает на 55-65-й день от всходов Плод крупнобугорчаты, белошипый, длиной 12-16см,массой 120-180г, не желтеет. 23:38",1,,сорт,120-180,,p_01186_1.jpg
01187,Феникс плюс,"187. Феникс плюс.Позднеспелый пчёлоопыляемый сорт открытого грунта универсального назначения. Вплодоношение вступает на 55-65-й день от всходов. Крупнобугорчатый, белошипый, длиной 12-16см,массой 120-180г, не желтеет. 21 October 2020 М 00:04 Мама",1,,сорт;пізній,120-180,,p_01187_1.jpg
01188,Хрустящий,188. Хрустящий. 00:08,1,,,,,p_01188_1.jpg
01189,Цезарь,"189.Цезарь.Сверхранний, пчелоопыляемый гибрид. Высокоурожайный, пригоден для засолки. Рекомендуется для выращивания в открытом грунте. Болезнестойкий,не требует дополнительной химической обработки. Зеленец длинной 8-12 см М 00:46 Мама",1,,високоврожайний;гібрид,,,p_01189_1.jpg
21190,Фаворит,"190.Фаворит.Сорт среднеранний с женским типом цветения, пчелоопыляемый, от всходов до первого сбора 50-52 дня.Зеленец зеленый с продольными белыми полосками, цилиндрический, средне-бугорчатый, длина 9-11см, 00:49",21,,сорт,,,p_21190_1.jpg
01191,ФермерF1,191.ФермерF,1,,,,,p_01191_1.jpg
01192,Щелкунчик F1,192.Щелкунчик F,1,,,,,p_01192_1.jpg
01193,Кузнечик F1,193. Кузнечик F,1,,,,,p_01193_1.jpg
01194,Меренга F1,194.Меренга F,1,,,,,p_01194_1.jpg
01195,Еколь F1,195.Еколь F,1,,,,,p_01195_1.jpg
01196,Пучини,"196. Пучини.Новинка от голландских производителей. Среднеспелый партенокарпик, кустовой гибрид. Имеет очень высокий выход корнишона без генетической горечи. Растение среднегеративноготипа. Имеет высокие засолочные качества. М 23:26 Мама",1,,середній;гібрид,,,p_01196_1.jpg
01197,Черномор F1,197.Черномор F,1,,,,,p_01197_1.jpg
01198,СоловейF1,198. СоловейF,1,,,,,p_01198_1.jpg
01199,Надежда F1,199.Надежда F,1,,,,,p_01199_1.jpg
01200,ПаркерF1,200. ПаркерF,1,,,,,p_01200_1.jpg
01202,Амагер 611,202. Амагер,1,,,,,p_01202_1.jpg
01205,Зимовка 1474,205. Зимовка,1,,,,,p_01205_1.jpg
01207,Золотой гектар,"207. Золотой гектар.Сорт скороспелый, от полных всходов до начала технической спелости кочанов 90 дней. Предназначен для потребления в свежем виде. Кочан округлый, с выпуклостью кверху, диаметром 19-24 см, массой 1,5-3,5 кг, среднеплотный, на разрезе белый. 16:23",1,,сорт,5000,,p_01207_1.jpg
01208,Июньская,"208.Июньская.Сорт ранний. Дружно формирует кочаны, которые можно убирать через 62-67 дней после высадки рассады. Основной урожай отдает за первые два сбора. Растение небольшое, компактное М 18:24 Мама",1,,сорт,,,p_01208_1.jpg
01209,Каменная голова,"209.Каменная голова.Сорт позднеспелый, вегетационный период 130-160 дней. Кочаны большие, массой 3-4 кг, твердые, круглые, исключительно вкусные. Один из лучших сортов для квашения. Лежкость во время зимнего хранения хорошая. 18:25",1,,сорт;пізній,3000-4000,,p_01209_1.jpg
01210,Каменная голова,"210. Каменная голова.Сорт позднеспелый, вегетационный период 130-160 дней. Кочаны большие, массой 3-4 кг, твердые, круглые, исключительно вкусные. Один из лучших сортов для квашения. Лежкость во время зимнего хранения хорошая. 18:29",1,,сорт;пізній,3000-4000,,p_01210_1.jpg
01211,Казачок F1,211.Казачок F,1,,,,,p_01211_1.jpg
01212,КолобокF1,212. КолобокF,1,,,,,p_01212_1.jpg
01214,Княгиня,"214.Княгиня.Позднеспелый, лежкий (до лета следующего года) сорт с высоким выходом товарных корнеплодов. Вегетационный период 165-170 дней. Дружно формирует очень плотные кочаны массой 2,5 кг. 19:11",1,,сорт;пізній,5000,,p_01214_1.jpg
01215,Лангедейкер,"215.Лангедейкер.Сорт позднеспелый, вегетационный период 115-125 дней. Кочаны округлые и короткоовальные, зеленовато-белой окраски, плотные, не растрескиваются. Масса 1,9-4 кг. Урожайность 12 кг/кв.м. Используют в свежем виде и для квашения. 19:12",1,,сорт;пізній,9000-4000,,p_01215_1.jpg
01216,Лангедейкер,"216.Лангедейкер.Сорт позднеспелый, вегетационный период 115-125 дней. Кочаны округлые и короткоовальные, зеленовато-белой окраски, плотные, не растрескиваются. Масса 1,9-4 кг. Урожайность 12 кг/кв.м. Используют в свежем виде и для квашения. 19:18",1,,сорт;пізній,9000-4000,,p_01216_1.jpg
01217,Слава1305,217. Слава,1,,,,,p_01217_1.jpg
01218,ПарелF1,218. ПарелF,1,,,,,p_01218_1.jpg
01219,Первый урожай,"219. Первый урожай.Сверхранняя, период вегетации 60 дней. Кочан округлый, плотный, массой 2,0-2,2 кг, сочный, вкус нежный. Сорт устойчив против растрескивания и болезней. Хорошо хранится, не гниет. Высевают на рассаду с середины марта. 19:45",1,,сорт,2000,,p_01219_1.jpg
01220,Тюркиз,"220.Тюркиз.Сорт позднеспелый, спелость наступает на 115-125 дней после высадки рассады. Кочаны округлые и округло-плоские, средней величины, массой 1,5 кг-2,5 кг, очень плотные, склонности к растрескиванию нет. 19:47",1,,сорт;пізній,5000,,p_01220_1.jpg
01221,Украинская осень,"221. Украинская осень.Сорт поздний. От посадки в грунт до хозяйственной спелости проходит 118-125 дней. Головка тугая, плоскоокруглая, светло-зеленая, весом 1,9-4,2 кг. Урожайность высокая до 12 кг/м кв. Используется для потребления в свежем виде и квашения 19:49",1,,сорт,2000,,p_01221_1.jpg
01222,Украинская осень,"222.Украинская осень.Сорт поздний. От посадки в грунт до хозяйственной спелости проходит 118-125 дней. Головка тугая, плоскоокруглая, светло-зеленая, весом 1,9-4,2 кг. Урожайность высокая до 12 кг/м кв. Используется для потребления в свежем виде и квашения. М 21:25 Мама",1,,сорт,2000,,p_01222_1.jpg
01223,Харьковская зимняя,"223.Харьковская зимняя. Сорт позднеспелый. Созревание кочанов наступает через 122-135 дней после высадки рассады. Кочаны округло-плоские и плосковыпуклые, зеленовато-белые, плотные не растрескиваются, масса 1,9-3,5 кг. 21:26",1,,сорт;пізній,5000,,p_01223_1.jpg
01224,Харьковская зимняя,"224. Харьковская зимняя.Сорт позднеспелый. Созревание кочанов наступает через 122-135 дней после высадки рассады. Кочаны округло-плоские и плосковыпуклые, зеленовато-белые, плотные не растрескиваются, масса 1,9-3,5 кг. М 21:49 Мама 225 Летняя Альфа.Очень скороспелый сорт, від сходів до збору 85-95 днів. Головка округло-плоская, белая, с округло-бугристой поверхностью. Вкусовые качества прекрасные. Для получения ранних урожаев семена высевают на рассаду в марте. М 22:57 Мама",1,,сорт;пізній,5000,,p_01224_1.jpg
21226,Пионер,"226. Пионер. Среднеранняя, от высадки рассады до формирования товарного урожая – 65-72 дня. Растения формируют плотные головки кремово-белого цвета, диаметром 18-22 см, средней массой 1 кг. Сорт предназначен для выращивания в открытом грунте в весенне-летний и осенний периоды. 22:58",21,,сорт,1000,,p_21226_1.jpg
01227,Мовир 74,227.Мовир,1,,,,,p_01227_1.jpg
01228,Снежный шар,"228.Снежный шар.Очень скороспелый сорт, техническая спелость головок наступает на 85-118 день после всходов. Головка округло-плоская, чисто-белая, с округло-бугристой поверхностью. Вкусовые качества прекрасные. 23:03 229Сноу болл.Среднепоздний сорт. От высадки рассады до технической спелости 95-100 дней. Сорт хорошо подходит для получения урожая в течение длительного периода. Головки белые, плотные массой 1-1,5 кг. Имеет отличные вкусовые качества. 23:06",1,,сорт,5000,,p_01228_1.jpg
01230,Робер,"230.Робер.Среднеранний, высокопродуктивный, универсальный сорт. Вегетационный период от высадки рассады – 65-70 дней. Предназначен для выращивания с ранней весны до осени, а также в неотапливаемых теплицах. Головка полувыпуклая, большая, массой 800-1200 г, плотная, белоснежная. 23:09",1,,сорт,800-1200,,p_01230_1.jpg
21231,Топаз,"231.Топаз.Краснкочанная.Раннеспелая, холодостойкая. Период вегетации 95-100 дней. Кочаны округлые, плотные, средней массой 1-1,5 кг, фиолетового цвета. Используют для потребления в свежем виде и переработки. 23:13",21,,,5000,,p_21231_1.jpg
08232,Лангедейкер,"232. Лангедейкер. Краснокочанная.Сорт урожайный, позднеспелый, хорошо хранится. Предназначен для потребления в свежем виде в салатах. Розетка листьев среднего размера. Кочан овальный, крупный, массой 2-3 кг, очень плотный, фиолетовый. 23:19",8,,сорт;пізній,2000-3000,,p_08232_1.jpg
04233,Краснокочанная,"233. Краснокочанная.Разновидность кочанной капусты с интенсивной синевато-фиолетовой окраской листьев. Кочаны небольшие, очень плотные и лежкие. Посев семян производят с 15 февраля по 15 апреля на рассаду. 23:28",4,,,,,p_04233_1.jpg
01234,Брюссельская,"234.Брюссельская.Двулетнее растение. В первый год образует стебель высотой 40-60 см. В пазухах листьев развиваются небольшие кочанчики величиной от грецкого ореха до куриного яйца. Используют в отваренном, жаренном и тушенном видах, как гарнир для вторых блюд, для супа. 23:30",1,,,,,p_01234_1.jpg
01235,Брюссельская красная,"235.Брюссельская красная.Период от всходов до начала созревания 150-160 дней. Растения мощные, средней высоты, формируют 30-45 округлых кочанчиков массой 15-17 г. Общая масса кочанчиков с одного растения 650-750 г. Вкус, нежный и пикантный. Отлично подходят для домашней кулинарии и замораживания. 23:35",1,,,15-17,,p_01235_1.jpg
04236,Брокколи,"236. Брокколи.Разновидность спаржевой капусты. Образует рыхлую головку темно-зеленого цвета. Отличается высокой питательной ценностью. Используют для приготовления первых и вторых блюд, замораживают, консервируют. 23:37",4,,,,,p_04236_1.jpg
04237,Кольраби белая,"237. Кольраби белая.Ценной особенностью кольраби является скороспелость, период вегетации около 60 дней, это наиболее ранний овощ из капустных растений. В пищу употребляется мясистое шарообразное основание стебля, очень нежное и вкусное, содержащее большое количество сахарозы и витаминов. 23:40",4,,,,,p_04237_1.jpg
01238,Кольраби Голубая,"238.Кольраби Голубая. Растение холодостойкое, переносит кратковременные заморозки до –4 градусов. Для получения раннего урожая семена на рассаду высевают с 15 марта. В грунт высаживают в конце апреля, не глубоко. 23:43",1,,,4,,p_01238_1.jpg
21239,Кольраби Гигант,"239. Кольраби Гигант.Позднеспелый сорт. Период от всходов до технической спелости 100-120 дней. Плод крупный, округлый, диаметром 15-20см, белесо-зеленой окраски. Мякоть белого цвета, нежная и сочная, хороших вкусовых качеств. Масса продуктивной части 1,5-3кг. Сорт характеризуется высоко урожайностью. 23:49",21,,сорт;пізній,5000-3000,,p_21239_1.jpg
08240,Китайская Пак-Чой,"240.Китайская Пак-Чой. холодостойкий, высокоурожайный, супер ранний (45-50 дней), неприхотливый, очень популярный сорт. Кочан рыхлый- листья нежные, светло-зеленые, черешки белые, упругие, отличного пикантного вкуса. Используется в свежем виде для приготовления витаминных салатов. 23:52",8,,холодостійкий;високоврожайний;сорт,,,p_08240_1.jpg
01241,Раннеспелый сорт открытого грунта отличителен очень дружным созреванием выращивается без пасынкования урожайность до 8кг м2число гнезд от 5 до 12,241. Раннеспелый сорт открытого грунта отличителен очень дружным созреванием выращивается без пасынкования урожайность до 8кг м2число гнезд от 5 до 12,1,,ранній;сорт,8000,,p_01241_1.jpg
01242,Пекинская,"242. Пекинская.Скороспелое, витаминное растение. От массовых всходов до технической спелости 30-50 дней. Кочаны удлиненно-цилиндрические. Пластинки листа по консистенции нежные, жилки сочные, вкус хороший. 23:57",1,,,,,p_01242_1.jpg
04243,САвойская,"243.САвойская.Разновидность кочанной капусты с сильнопузырчатыми листьями. Холодостойкое и морозоустойчивое растение. Хорошо хранится. Используют в свежем виде, для квашения, в домашней кулинарии. Блюда из савойской капусты отличаются нежным вкусом. 26 October 2020 М 00:00 Мама",4,,,,,p_04243_1.jpg
21244,Романеско,"244.Романеско.Формирует привлекательную головку, состоящую из маленьких конусов нежно-салатового цвета, весом 1,5-1,7 кг. Для осеннего употребления выращивают посевом в грунт, для раннего - рассадой. После уборки центральной головки хорошо растут боковые. 27 October 2020 М 06:46 Мама",21,,,7000,,p_21244_1.jpg
01245,Дайкон Миноваси,"245. Дайкон Миноваси.Среднеспелый сорт (период от полных всходов до начала технической спелости 65-70 дней).Корнеплоды длинные – 45-50 цилиндрические с белой кожурой и белой мякотью. Масса корнеплода 1,2-1,5 кг. 06:49",1,,середній;сорт,5000,,p_01245_1.jpg
01246,Дайкон Саша,"246.Дайкон Саша.Дайкон (сладкая редька) создан в Японии, где и занимает первое место по посевной площад среди овощей. Раннеспелый сорт, вегетационный период - 35-45 дней. Используется в свежем виде.Дайкон (сладкая редька) создан в Японии, где и занимает первое место по посевной площади 06:55",1,,ранній;сорт,,,p_01246_1.jpg
01247,Белий клык,"247. Белий клык.Позднеспелый, период от посева до уборки составляет от 34 до 50 дней. Корнеплод крупныйдлиной 18-20 см, весом до 200 г. Мякоть белая, сочная, слабоострого вкуса, не становится дряблой. Долго не теряет товарный вид. 07:00 Красное сердце. Один из самых оригинальных сортов дайкона. Выведен в Китае. Плоды зеленовато-белые снаружи и красные внутри. Мякоть сочная, отличного полуострого вкуса. Широко используется какжелчегонное средство 07:07",1,,сорт;пізній,200,,p_01247_1.jpg
01249,Редька Черная зимняя Среднеспелый от посева до уборки 75-100 дней,249. Редька Черная зимняя Среднеспелый от посева до уборки 75-100 дней,1,,середній,,,p_01249_1.jpg
01250,Сквирская  белая,"250.Сквирская белая.Среднеспелый лежкий сорт. К уборке урожая - 90-94 дней. Корнеплод массой до 250 г, мало погружен в почву. Мякоть белая, плотная, сочная, с умеренно острым вкусом. 07:21 251Красная зимняя.Среднеспелый сорт.Период вегетации60-80 дней корнеплоды крупные 200-300 гр, Окрас кожици красный,мякоть белая плотная,сочная. 07:32 М 07:51 Мама",1,,середній;сорт,250,,p_01250_1.jpg
01252,Лобо Лебедка,"252.Лобо Лебедка.Сорт ранний, культивируемый в Китае,зелено,белого окраса кожици, масса плода 200-400гр. Мякоть плотная сочная вкусная. VG 15:03 Vladimir Gogunsky Мама, ты не в скайпе М 18:40 Мама",1,,сорт,200-400,,p_01252_1.jpg
01253,Одесская,"253. Одесская.Раннеспелый. Период от посева до уборки 35-45 дней. Корнеплод белый, округлый, длиной 8-см, массой 39-70 г. Поверхность гладкая, мякоть белая, сочная, сладкая, слабоострого вкуса. 18:43",1,,ранній,39-70,,p_01253_1.jpg
21254,Маргеланская,"254. Маргеланская.Сорт раннеспелый, предназначен для летних посевов (июль). Корнеплод с гладкой поверхностью,цилиндр короткий (9-16 см) темно-зеленого цвета с белым кончиком. Лежкость хорошая. 18:57",21,,ранній;сорт,,,p_21254_1.jpg
01255,Сударушка,"255.Сударушка.Раннеспелый сорт, до технической спелости 37 дней. Предназначен для выращивания весной и осенью. Устойчив против стеблевания, долго не дрябнет. Корнеплод белый, округло-овальный,массой 56г, на ½ углублен в грунт. Мякоть нежная, сочная, плотная 19:02",1,,ранній;сорт,56,,p_01255_1.jpg
01256,Ледяная сосулька,"256.Ледяная сосулька.Среднеспелый сорт, период от всходов до уборки 35-40 дней. Корнеплод белый,длинный,веретеновидный, массой 16-32 г, приподнят над поверхностью почвы. Мякоть белая, сочная,среднеострого вкуса 19:07",1,,середній;сорт,16-32,,p_01256_1.jpg
01257,Подснежник,"257. Подснежник.Раннеспелый сорт. Вегетационный период от всходов до технической спелости 23-28днейКорнеплоды округлой формы, малиново-красной окраски, диаметром 2,5-3см, массой 15-25г,хороших товарных качеств. 19:13",1,,ранній;сорт,15-25,,p_01257_1.jpg
21258,Сора,"258.Сора. Герм.Раннеспелый сорт, устойчивый к высоким температурам и растрескиванию. От всходов до технической спелости – 16-20 дней. Пригодна для весеннего, летнего и осеннего выращивания.Корнеплоды круглые, диаметром 3-4 см, карминно-красного цвета с белой, нежной мякотью. 19:15",21,,ранній;сорт;стійкий,,,p_21258_1.jpg
21259,Сора,"259. Сора .Украина.Раннеспелый сорт,устойчивый к высоким температурам и растрескиванию. От всходов до технической спелости – 16-20 дней. Пригодна для весеннего, летнего и осеннего выращивания.Корнеплоды круглые, диаметром 3-4 см, карминно-красного цвета. М 19:41 Мама",21,,ранній;сорт;стійкий,,,p_21259_1.jpg
01260,Французский завтрак Высокоурожайный ранний сорт для всесезонного выращивания,260. Французский завтрак Высокоурожайный ранний сорт для всесезонного выращивания,1,,високоврожайний;сорт,,,p_01260_1.jpg
01261,Красный с белым кончиком,"261.Красный с белым кончиком. .Раннеспелый сорт, от посева до уборки около 25 дней. Окраска корнеплода красная с белым кончиком, форма плоскоокруглая или округлая, длинна 3-4 см. Поверхность гладкая. Мякоть бело-розовая, сочная, плотная, почти без горечи. 19:51",1,,ранній;сорт,,,p_01261_1.jpg
31262,Красный с белым кончиком,"262. Красный с белым кончиком.Раннеспелый сорт, от посева до уборки около 25 дней. Окраска корнеплода красная с белым кончиком, форма плоскоокруглая или округлая, длинна 3-4 см. Поверхность гладкая. Мякоть бело-розовая, сочная, плотная, почти без горечи. 19:55 263 Ранний красный.Раннеспелый, от полных всходов до первого сбора 24-28 дней. Корнеплод красный, округлый массой 8-14 г, погружен в почву на 2/3, вкусовые качества высокие. При не продолжительном хранении корнеплоды не теряют товарность. 20:03 263. 18 дней.Самый известный и широко используемый из всех полудлинных редисов. Очень скороспелый,созревает за 18 дней. Красивые корнеплоды имеют неострую, сочную мякоть. Предназна- чен для выращивания в открытом грунте и под плёночными укрытиями. 20:05 264.18 дней.Самый известный и широко используемый из всех полудлинных редисов. Очень скороспелый,созревает за 18 дней. Красивые корнеплоды имеют неострую, сочную мякоть. Предназначен для выращивания в открытом грунте и под плёночными укрытиями. 20:08",31,,ранній;сорт,8-14,,p_31262_1.jpg
01265,Рубин,"265.Рубин.Сорт раннеспелый, период от посева до уборки 29-31 день. Окраска корнеплода красно- малиновая, форма округлая или эллиптическая, длиной около 4 см, поверхность гладкая. Мякоть белая или бело-розовая, плотная, сочная, сладкая. 20:13",1,,ранній;сорт,,,p_01265_1.jpg
31266,Семена из Голландии,"266.Семена из Голландии.Редис высевают ранней весной, начиная с середины апреля, в несколько сроков через 10-12 дней,летний посев проводят в конце июля - начале августа для осеннего использования. Посев проводят в бороздки глубиной 2-2,5 см на расстоянии 10-12 см друг от друга. Холодостойкая культура 20:18",31,,,,,p_31266_1.jpg
31267,Смесь сортов,"267.Смесь сортов. В наборе ,5сортов наипопулярнейших сортов редиса ,дающих возможность попробовать каждый сорт в отдельности или смешать все сорта в одном блюде. Пикантность гарантирована. 20:22",31,,сорт,,,p_31267_1.jpg
31268,Редис Злата,"268.Редис Злата.Раннеспелый сорт. Вегетационный период от всходов до технической спелости 23-28 дней. Корнеплоды округлые, золотистой окраски, шероховатые, массой 22-24г, хороших вкусовых качеств. Мякоть белая, нежная, сочная, слабо острого вкуса. Сорт ценится за высокую урожайность 20:25",31,,ранній;сорт,22-24,,p_31268_1.jpg
01269,Ранняя красная,"269.Ранняя красная.Раннеспелый, от полных всходов до первого сбора 24-28 дней. Корнеплод красный, округлый, массой 8-14 г, погружен в почву на 2/3, вкусовые качества высокие. При не продолжительном хранении корнеплоды не теряют товарность. 20:36",1,,ранній,8-14,,p_01269_1.jpg
01270,Ранняя красная,"270. Ранняя красная.Раннеспелый, от полных всходов до первого сбора 24-28 дней. Корнеплод красный, округлый, массой 8-14 г, погружен в почву на 2/3, вкусовые качества высокие. При не продолжительном хранении корнеплоды не теряют товарность. 20:41",1,,ранній,8-14,,p_01270_1.jpg
01271,Краковянка,"271.Краковянка.Сорт раннеспелый, высокоурожайный, пригоден для выращивания в открытом и защищенном грунте. Вегетационный период от посева до сбора – 25-30 дней. Корнеплод красный, округлый с белым кончиком, массой 5,5-6г. Мякоть белая, иногда слабо-розовая, сочная, сладкая. 20:45",1,,високоврожайний;ранній;сорт,5-6,,p_01271_1.jpg
01272,Турнепс,"272. Турнепс.Холодостойкая кормовая культура, ценная витамином С и углеводами. Дает высокий урожай, хорошо сохраняется в течение осенне-зимнего периода. За короткий период (40-45 дней) формирует урожай, поэтому можно использовать как после жнивную культуру. 20:49",1,,,,,p_01272_1.jpg
01273,Репа пурпурная,"273. Репа пурпурная.Ранний (от всходов до уборки 55-65 дней) сорт для выращивания в открытом и защищенном грунте. Корнеплоды округлые, малиново-розовые с белым кончиком, массой 100-120 г, с белой, плотной, сочной, нежной мякотью, пикантного вкуса и высоким содержанием минеральных веществ. 20:52",1,,сорт,100-120,,p_01273_1.jpg
01274,Брюква,"274. Брюква.Период от всходов до технической спелости 90-110 дней. Корнеплоды овальные, массой 350-600г,на треть погружены в почву. Окраска кожицы корнеплодов в верхней части светло-зеленая, в нижней желтая. Мякоть кремово-желтая, нежная и сладкая на вкус. 28 October 2020 М 18:05 Мама",1,,,350-600,,p_01274_1.jpg
01275,Айвенго,"275. Айвенго.Сорт ранний. От всходов до технической спелости – 105-115 дней, до биологической – 125-135 дней. Растение среднерослое, компактное, полуштамбовое. На одном квадратном метре можно расположить 6-8 растений. Плоды конусовидные, 2-3 кам ерные, гладкие, массой 95-140 г 18:08",1,,сорт,95-140,,p_01275_1.jpg
01276,Анастасия,"276.Анастасия.Раннеспелый. Растение компактное. Плоды крупные, массой 180-200г, в биологической спелости - красные. Сорт очень урожайный, по 3-5 кг крупных плодов с куста. Устойчив к стрессам,неблагоприятным условиям, имеет долгосрочное плодоношения. 18:11",1,,ранній;сорт,180000-200000,,p_01276_1.jpg
01277,Антей,"277. Антей.Сорт среднеспелый. От массовых всходов до технической спелости 125-135 дней, до биологической 145-160 дней. Растение высокорослое, мощное, раскидистое. Плоды очень крупные, конусо-призмоподобные, светло-зеленые в технической спелости и красные в - биологической, массой 200-300 г 18:14",1,,середній;сорт,200-300,,p_01277_1.jpg
21278,Аджика,"278. Аджика.Среднеранний сорт, сорт в большинстве случаев выращивают в открытом грунте. Растения этого сорта довольно высокие и мощные, благодаря этому не требуют подвязки к опорам. Плоды конические удлиненные в спелом виде достигают веса 90гр. 18:22 279 Богатырь .Среднеранний сорт для открытого грунта и пленочных теплиц. Растение мощное, раскидистое, высокое. Плоды очень крупные, массой 150-180 г, призмовидной формы, в биологической спелости красного цвета. Толщина стенки 5-5,5 мм. Вкусовые качества хорошие. 18:27",21,,сорт,150-180,,p_21278_1.jpg
21280,Богатырь,"280. Богатырь.Среднеранний сорт для открытого грунта и пленочных теплиц. Растение мощное, раскидистое, высокое. Плоды очень крупные, массой 150-180 г, призмовидной формы, в биологической спелости красного цвета. Толщина стенки 5-5,5 мм. Вкусовые качества хорошие. М 19:05 Мама",21,,сорт,150-180,,p_21280_1.jpg
01281,Бараний рог,"281. Бараний рог.Среднеспелый сорт. Вегетационный период от всходов до биологической спелости 135-150 дней. Куст штамбовый, высотой 40-50см. Плоды удлиненные, длиной 16-20см, диаметром 2,5-3см, массой 30-40г, среднеострого вкуса. 19:08",1,,середній;сорт,30-40,,p_01281_1.jpg
01282,Богдан,"282. Богдан.Раннеспелый. Растение компактное. Плоды крупные, массой 180-200г, в биологической спелости - желтые, отличного вкуса. Сорт очень урожайный, по 3-5 кг крупных плодов с куста. Устойчив к стрессам, неблагоприятным условиям, имеет долгосрочное плодоношения. 19:22",1,,ранній;сорт,180000-200000,,p_01282_1.jpg
01283,Викинг,"283. Викинг.Раннеспелый сорт для выращивания в открытом грунте и под пленочными укрытиями. Растение средней высоты. Плод цилиндрический, гладкий, глянцевый, в технической спелости зеленый, в биологической - красный. Число гнезд 3-",1,,ранній;сорт,,,p_01283_1.jpg
01286,Лумина,"286. Лумина.Сорт среднеранний. От массовых всходов до технической спелости плодов 118-120, до биологической – 140-143 дня. Растение высотой 40-50 см, компактное. Плоды конусовидные, бело-кремовые в технической спелости, красные в биологической, ароматные. Масса плода 95-140 г. 19:38",1,,сорт,95-140,,p_01286_1.jpg
21287,Обрий,"287.Обрий.Раннеспелый сорт. Вегетационный период до биологической спелости 100-120 дней. Куст штамбовый, высотой 40-65см. Плоды округлой формы, ребристые, массой 100-150г, в биологической спелости красного цвета. Толщина стенки плода 6-10мм. Мякоть нежная. 19:47",21,,ранній;сорт,100-150,,p_21287_1.jpg
21288,Ода,"288. Ода .Раннеспелый сорт открытого и закрытого грунта,темно фиолетового цвета Толстостенный,сладкий,с длинным периодом плодонношения ,масса плода 160-190гр Красив и вкусен. 19:51",21,,ранній;сорт,160-190,,p_21288_1.jpg
01289,Паланская бабура,"289. Паланская бабура.Новый раннеспелый сорт. Один из лучших высокоурожайных сортов сладкого перца. Растение раскидистое, штамбовое, среднеоблиственное, высотой до 50 см. Плоды крупные, толстостенные (6-8 мм), призматической формы, в технической спелости - ярко-желтые, в биологической - красные. 19:58",1,,ранній;сорт,,,p_01289_1.jpg
10290,Грыль стручок,"290. Грыль стручок. Перец для гриля.Ранньостиглий сорт для вирощування у відкритому ґрунті, до технічної стиглості 105-108 днів. Кущ висотою 40-60 сантиметрів. Плід конусоподібний, вузький, масою 80-90 грам, у фазі біологічної стиглості - багряно-червоного кольору, з товщиною стінок 5-6 міліметрів. М'якоть соковита, солодка, без гіркоти, дуже духмяний, 20:00",10,,ранній;сорт,80-90,,p_10290_1.jpg
21291,Подарок Молдовы,"291.Подарок Молдовы.Растение полураскидистое, низкорослое, высотой 35-45 см. Плоды пониклые, конуовидные, длиной 9-10 см, массой 50-80 г, толщина стенок 4-5 мм. Вкусовые качества хорошие. В биологической спелости темно-красного цвета. Устойчив к болезням. Универсального использования. 20:08",21,,,50-80,,p_21291_1.jpg
01292,Ратунда,"292. Ратунда.Раннеспелый. Растение компактное, низкорослое высотой 25-30 см. Светолюбив, засухоустойчив. Плоды округлые, в биологической спелости темно-красные, длиной около 6 см, толстостенные (толщина стенок 7-10 мм), массой 102-167 г. Вкусовые качества отличные. 20:14 293 Ожаровский.Один из наилучших польских среднеранних сортов. Пригоден для выращивания в теплицах. Растения имеют буйный рост, требуют пасынкования и подвязывании. Завязывает плоды даже при недостаточном освещении и пониженной температуре. Плоды крупные по мере созревания меняют окраску с темнозеленого на темно красный. 20:23",1,,ранній;сорт,102-167,,p_01292_1.jpg
