id,number,title,short_description,long_description,category_id,subcategory,weight,price,image
01122,122,Гирлянда F1,122.,122.Гирлянда F,1,Гибрид F1,,,p_01122_1.jpg
01123,123,ГекторF1,123.,123.ГекторF,1,Гибрид F1,,,p_01123_1.jpg
01125,125,Голубчик F1,125.,125. Голубчик F,1,Гибрид F1,,,p_01125_1.jpg
01126,126,Дальневосточный 27,126.,126.Дальневосточный,1,,,,p_01126_1.jpg
01127,127,Джерело,127.,"127. Джерело.Раннеспелый, до начала плодоношения 40-45 дней. Сорт относительно холодоустойчивый. Зеленец удлиненноовальный, длиной около 11 см, диаметром 4 см, массой 70-80 г, поверхность бугорчатая с четкими полосками до половины длины. Вкус свежих, консервированных изасоленных плодов отличный. Урожайность высокая. 18:15",1,Раннеспелый,70-80,,p_01127_1.jpg
08128,128,Дружная семейка,128.,"128.Дружная семейка. Ультраскороспе- лый , пчело-опыляемый сорт открыто- го грунта. Салатного и консервного назначения. В пазухе листа закладывается по 2-3 завязи. Ценность сорта – раннеспелость, дружная отдача урожая, что позволяет провести уборку за 2-3 сбора, высокая товарность. 18:19",8,Раннеспелый,,,p_08128_1.jpg
01129,129,Деликатесный,129.,"129.Деликатесный.Раннеспелый сорт для выращивания в открытом грунте. Растение мощное, длинноплетистое. Зеленцы цилиндрические, выровненные, мелко-,частобугорчатые, длиной 9-12 см. Кожица негрубая, темно-зеленая.Мякоть плотная, с высоким содержанием сахаров. 18:27",1,Раннеспелый,,,p_01129_1.jpg
08130,130,Емеля,130.,"130.Емеля.Среднеранний салатный сорт. Вегетационный период от всходов до первого сбора 55-60 дней. Зеленцы гладкие, длиной 16-20см, диаметром 3-5см, массой 120-180г, с тонкой, блестящей темно-зеленой кожурой.Мякоть толстая, сочная, без горечи с приятным вкусом и ароматом 18:31",8,Салатный,120-180,,p_08130_1.jpg
01131,131,Журавленок,131.,131. Журавленок.F,1,,,,p_01131_1.jpg
01132,132,Закуска,132.,"132.Закуска.Раннеспелый (от всходов до первого сбора урожая проходит 45-50 дней) сорт для открытого грунта. Созревание плодов раннее,растение мощное. Зеленец небольшого размера, ярко-зеленый,цилиндрический,крупнобугорчатый, хрустящий, без горечи. 19:06",1,Раннеспелый,,,p_01132_1.jpg
01133,133,Засолочный,133.,"133. Засолочный.Раннеспелый, пчелоопыляемый сорт. Плоды однородные по размеру, удлиненно-яйцевидной формы, темно-зеленые, не желтеют,крупнобугорчатые, с нежной кожицей и отличными засолочными качествами. 19:10",1,Раннеспелый,,,p_01133_1.jpg
01134,134,Засолочный,134.,"134.Засолочный.Раннеспелый, пчело-опыляемый сорт. Плоды однородные по размеру, удлиненно-яйцевидной формы, темно-зеленые, не желтеют,крупнобугорчатые, с нежной кожицей и отличными засолочными качествами. 19:14",1,Раннеспелый,,,p_01134_1.jpg
01135,135,ЗозуляF1,135.,135. ЗозуляF,1,Гибрид F1,,,p_01135_1.jpg
01136,136,Зубренок F1,136.,136.Зубренок F,1,Гибрид F1,,,p_01136_1.jpg
21137,137,Зятек,137.,"137.Зятек.Скороспелый (45-48 день от всходов до плодоношения партенокарпический гибрид женского типа цветения. Предназначен для выращивания в открытом грунте и пленочных теплицах. Зеленец длиной 10-12 см, 19:30",21,Гибрид,,,p_21137_1.jpg
21138,138,Зятек,138.,"138.Зятек.Скороспелый (45-48 день от всходов до плодоношения) партенокарпический гибрид женского типа цветения.Предназначен для выращивания в открытом грунте и пленочных теплицах. Зеленец длиной 10-12 см, 19:39",21,Гибрид,,,p_21138_1.jpg
21139,139,ИраF1,139.,"139.ИраF1.Раннеспелый, высокоурожайный, пчелоопыляемый гибрид, с преимущественно женским типом цветения, для выращивания в открытом и закрытом грунте. От всходов до первого сбора 40-42 дня. Плод темно-зеленый, без горечи. 19:45",21,Гибрид,,,p_21139_1.jpg
33140,140,Китайское чудо,140.,"140. Китайское чудо.Данный сорт очень привлекателен плодами длиной до 45см, мелкобугорчатыми и шиповатыми. Огурцы имеют тонкую кожицу, плотную консистенцию и отличные вкусовые качества. Транспортабельность высокая. Плоды не содержат горечи, отлично солятся и консервируются, даже нарезанные кусочками. 19:58 141Комнатный.Партенокарпический (самоопыляемый) гибрид, женского типа цветения, который можно выращивать на подоконнике, на балконе, в теплице и в открытом грунте, вертикальным или горизонтальным способом. Плоды корнишонного типа, 7-8 см, крупнобугорчатые, хороших вкусовых качеств 20:12",33,Гибрид,,,p_33140_1.jpg
01142,142,Конкурент,142.,"142.Конкурент.Скороспелый,засолочный пчёлоопыляемый сорт открытого грунта. В плодоношение вступает на 45-50-й день,при летнем посеве на 29-30-й день. Плод овально-цилиндрический, крупнобугорчатый, чёрношипый, длинной 9-12см, 20:16",1,Скороспелый,,,p_01142_1.jpg
01143,143,Дубль 2 на большой пакет,143.,143.Дубль 2 на большой пакет 13:39,1,,,,p_01143_1.jpg
01144,144,Круиз F1,144.,144.Круиз F,1,Гибрид F1,,,p_01144_1.jpg
01145,145,Кустовой,145.,"145.Кустовой. Раннеспелый сорт (45-50 дней). Растение компактной формы. Зеленец удлиненно-яйцевидный, длиной 9-12 см,вкусовые качества отличные. 13:41",1,Раннеспелый,,,p_01145_1.jpg
01146,146,Кустовой,146.,"146.Кустовой.Раннеспелый сорт (45-50 дней). Растение компактной формы. Зеленец удлиненно яйцевидный,длиной 9-12см,вкусовые качества отличные. 13:48",1,Раннеспелый,,,p_01146_1.jpg
01147,147,Лялюк,147.,"147. Лялюк.Среднеспелый сорт, период от массовых всходов до начала плодоношения 55-60 дней. Засолочный,консервный,высокоурожайный. Плоді крупнобугорчатые, черношипые, длиной 9-12 см. Предназначен для летних сроков посева. Устойчив к мучнистой росе. 13:51",1,Среднеспелый,,,p_01147_1.jpg
01148,148,Лялюк,148.,"148.Лялюк.Среднеспелый сорт, период от массовых всходов до начала плодоношения 55-60 дней.Засолочный, консервный, высокоурожайный. Плоды крупнобугорчатые, черношипые, длиной 9-12 см. Предназначен для летних сроков посева. Устойчив к мучнистой росе. 13:58 Мал да удал.F",1,Среднеспелый,,,p_01148_1.jpg
01149,149,Мал да удал F1,149.,149.Мал да удал F,1,Гибрид F1,,,p_01149_1.jpg
01151,151,Либелла F1,151.,151.Либелла F,1,Гибрид F1,,,p_01151_1.jpg
08152,152,Малыш,152.,152.Малыш.Ультраскороспелый пчело-опыляемый кустовой сорт открытого грунта. Салатного и консервного назначения.Плеть длиной 40 см. В пазухе листа закладывается до 6 завязей. Каждое растение дает до 47 плодов . 15:11,8,Ультраскороспелый,,,p_08152_1.jpg
01153,153,Мальчик с пальчикF1,153.,153.Мальчик с пальчикF,1,Гибрид F1,,,p_01153_1.jpg
21154,154,Мальчик с пальчик,154.,"154.Мальчик с пальчик.Скороспелый (37-39 дней), пчелоопыляемый, засолочный сорт открытого грунта. Не образует пустоцветов.Плод корнишон, длиной 6-8 см, хорошего вкуса, долго сохраняет товарный вид и зеленую окраску. 15:27",21,Скороспелый,,,p_21154_1.jpg
01155,155,Маринда F1Партенокарпический само опыляемый не нуждается в опылении пчелами очень ранний гибрид,155.,155. Маринда F1Партенокарпический само опыляемый не нуждается в опылении пчелами очень ранний гибрид,1,Гибрид,,,p_01155_1.jpg
01156,156,МашаF1,156.,156. МашаF,1,Гибрид F1,,,p_01156_1.jpg
01158,158,МарЇна Роща продуктивный скороспелый партенокарпический корнишонный гибрид с пучковым образованием завязей,158.,158. МарЇна Роща продуктивный скороспелый партенокарпический корнишонный гибрид с пучковым образованием завязей,1,Гибрид,,,p_01158_1.jpg
01159,159,Мурашка F1,159.,159.Мурашка F,1,Гибрид F1,,,p_01159_1.jpg
01160,160,Неженский,160.,"160. Неженский.Сорт среднепоздний, длинноплетистый. Требователен к влаге и сравнительно устойчив к грибным болезням.Зеленец удлиненно-яцевидной формы, темно-зеленый, крупно-бугорчатый, длиной 9-12 см, диаметром 3-5 см, массой около 90 г, урожайный. Сорт требователен к влаге. 18:15",1,,90,,p_01160_1.jpg
01161,161,Неженский,161.,"161. Неженский. Сорт среднепоздний, длинноплетистый.Требоателен к влаге и сравнительно устойчив к грибным болезням. Зеленец удлиненно яйцевидной формы,темно -зеленый,крупно бугорчатый,длинной 9-12см. Урожайный Сорт требователен к влаге. М 18:36 Мама",1,,,,p_01161_1.jpg
01162,162,Наташа F1,162.,162. Наташа F,1,Гибрид F1,,,p_01162_1.jpg
01163,163,ОктопусF1,163.,163.ОктопусF,1,Гибрид F1,,,p_01163_1.jpg
01165,165,Парижский корнишон Раннеспелый сорт для открытого грунта,165.,"165.Парижский корнишон Раннеспелый сорт для открытого грунта. Высокоурожайный, засолочного типа. Плод длиной 8-11см, цилиндрический с продольными полосками и крупными бугорками, черношипый. 01:07",1,Раннеспелый,,,p_01165_1.jpg
01166,166,ПасамонтеF1,166.,166.ПасамонтеF,1,Гибрид F1,,,p_01166_1.jpg
21167,167,Погребок F,167.,"167. Погребок F.Скороспелый (43-48 дней от всходов до плодоношения) пчелоопыляемый гибрид преимущественно женского типа цветения. Предназначен для выращивания в открытом грунте и под временными пленочными укрытиями. Зеленец цилиндрической формы, длиной 9-11 см, 01:07",21,Гибрид,,,p_21167_1.jpg
21168,168,Подмосковные вечераF1 Скороспелый партенокарпический гибрид женского типа цветения с дружной отдачей урожая,168.,168. Подмосковные вечераF1 Скороспелый партенокарпический гибрид женского типа цветения с дружной отдачей урожая,21,Гибрид,,,p_21168_1.jpg
01169,169,ПоланF1,169.,169.ПоланF,1,Гибрид F1,,,p_01169_1.jpg
01170,170,ПотомакF1,170.,170.ПотомакF,1,Гибрид F1,,,p_01170_1.jpg
01171,171,РациборF1,171.,171. РациборF,1,Гибрид F1,,,p_01171_1.jpg
01172,172,Подарок осени,172.,"172.Подарок осени.Среднеранний сорт с удлиненным периодом плодоношения. От всходов до начала сбора урожая 42-45 дней. Растение среднеплетистое. Плод цилиндрический, длиной9-11см,без горечи, крупнобугорчатый. Очень хорош на вкус - хрустящий, сочный М 23:08 Мама",1,,,,p_01172_1.jpg
01173,173,Родничок F1,173.,173.Родничок F,1,Гибрид F1,,,p_01173_1.jpg
01174,174,РодничокF1,174.,174.РодничокF,1,Гибрид F1,,,p_01174_1.jpg
01175,175,Руфус F1,175.,175.Руфус F,1,Гибрид F1,,,p_01175_1.jpg
01176,176,СамородокF1,176.,176.СамородокF,1,Гибрид F1,,,p_01176_1.jpg
01177,177,Сын полкаF1,177.,177. Сын полкаF,1,Гибрид F1,,,p_01177_1.jpg
01178,178,Сквирский F1,178.,178. Сквирский F,1,Гибрид F1,,,p_01178_1.jpg
01179,179,Семко F1,179.,179.Семко F,1,Гибрид F1,,,p_01179_1.jpg
01180,180,Самоопыляемый F1,180.,180.Самоопыляемый F,1,Гибрид F1,,,p_01180_1.jpg
01181,181,Сремский F1,181.,181. Сремский F,1,Гибрид F1,,,p_01181_1.jpg
01183,183,Титус F1,183.,183.Титус F,1,Гибрид F1,,,p_01183_1.jpg
01184,184,Феникс 640,184.,184.Феникс,1,,,,p_01184_1.jpg
01185,185,Феникс 640,185.,185.Феникс,1,,,,p_01185_1.jpg
01186,186,Феникс плюс,186.,"186.Феникс плюс.Улучшенный сорт,поз-неспелый, пчёло-опыляемый сорт открытого грунта универсального назначения. Вплодоношение вступает на 55-65-й день от всходов Плод крупнобугорчаты, белошипый, длиной 12-16см,массой 120-180г, не желтеет. 23:38",1,Универсальный,120-180,,p_01186_1.jpg
01187,187,Феникс плюс,187.,"187. Феникс плюс.Позднеспелый пчёлоопыляемый сорт открытого грунта универсального назначения. Вплодоношение вступает на 55-65-й день от всходов. Крупнобугорчатый, белошипый, длиной 12-16см,массой 120-180г, не желтеет. 21 October 2020 М 00:04 Мама",1,Позднеспелый,120-180,,p_01187_1.jpg
01188,188,Хрустящий,188.,188. Хрустящий. 00:08,1,,,,p_01188_1.jpg
01189,189,Цезарь,189.,"189.Цезарь.Сверхранний, пчелоопыляемый гибрид. Высокоурожайный, пригоден для засолки. Рекомендуется для выращивания в открытом грунте. Болезнестойкий,не требует дополнительной химической обработки. Зеленец длинной 8-12 см М 00:46 Мама",1,Гибрид,,,p_01189_1.jpg
21190,190,Фаворит,190.,"190.Фаворит.Сорт среднеранний с женским типом цветения, пчелоопыляемый, от всходов до первого сбора 50-52 дня.Зеленец зеленый с продольными белыми полосками, цилиндрический, средне-бугорчатый, длина 9-11см, 00:49",21,Пчелоопыляемый,,,p_21190_1.jpg
01191,191,ФермерF1,191.,191.ФермерF,1,Гибрид F1,,,p_01191_1.jpg
01192,192,Щелкунчик F1,192.,192.Щелкунчик F,1,Гибрид F1,,,p_01192_1.jpg
01193,193,Кузнечик F1,193.,193. Кузнечик F,1,Гибрид F1,,,p_01193_1.jpg
01194,194,Меренга F1,194.,194.Меренга F,1,Гибрид F1,,,p_01194_1.jpg
01195,195,Еколь F1,195.,195.Еколь F,1,Гибрид F1,,,p_01195_1.jpg
01196,196,Пучини,196.,"196. Пучини.Новинка от голландских производителей. Среднеспелый партенокарпик, кустовой гибрид. Имеет очень высокий выход корнишона без генетической горечи. Растение среднегеративноготипа. Имеет высокие засолочные качества. М 23:26 Мама",1,Гибрид,,,p_01196_1.jpg
01197,197,Черномор F1,197.,197.Черномор F,1,Гибрид F1,,,p_01197_1.jpg
01198,198,СоловейF1,198.,198. СоловейF,1,Гибрид F1,,,p_01198_1.jpg
01199,199,Надежда F1,199.,199.Надежда F,1,Гибрид F1,,,p_01199_1.jpg
01200,200,ПаркерF1,200.,200. ПаркерF,1,Гибрид F1,,,p_01200_1.jpg
01202,202,Амагер 611,202.,202. Амагер,1,,,,p_01202_1.jpg
01205,205,Зимовка 1474,205.,205. Зимовка,1,,,,p_01205_1.jpg
01207,207,Золотой гектар,207.,"207. Золотой гектар.Сорт скороспелый, от полных всходов до начала технической спелости кочанов 90 дней. Предназначен для потребления в свежем виде. Кочан округлый, с выпуклостью кверху, диаметром 19-24 см, массой 1,5-3,5 кг, среднеплотный, на разрезе белый. 16:23",1,Скороспелый,5000,,p_01207_1.jpg
01208,208,Июньская,208.,"208.Июньская.Сорт ранний. Дружно формирует кочаны, которые можно убирать через 62-67 дней после высадки рассады. Основной урожай отдает за первые два сбора. Растение небольшое, компактное М 18:24 Мама",1,,,,p_01208_1.jpg
01209,209,Каменная голова,209.,"209.Каменная голова.Сорт позднеспелый, вегетационный период 130-160 дней. Кочаны большие, массой 3-4 кг, твердые, круглые, исключительно вкусные. Один из лучших сортов для квашения. Лежкость во время зимнего хранения хорошая. 18:25",1,Позднеспелый,3000-4000,,p_01209_1.jpg
01210,210,Каменная голова,210.,"210. Каменная голова.Сорт позднеспелый, вегетационный период 130-160 дней. Кочаны большие, массой 3-4 кг, твердые, круглые, исключительно вкусные. Один из лучших сортов для квашения. Лежкость во время зимнего хранения хорошая. 18:29",1,Позднеспелый,3000-4000,,p_01210_1.jpg
01211,211,Казачок F1,211.,211.Казачок F,1,Гибрид F1,,,p_01211_1.jpg
01212,212,КолобокF1,212.,212. КолобокF,1,Гибрид F1,,,p_01212_1.jpg
01214,214,Княгиня,214.,"214.Княгиня.Позднеспелый, лежкий (до лета следующего года) сорт с высоким выходом товарных корнеплодов. Вегетационный период 165-170 дней. Дружно формирует очень плотные кочаны массой 2,5 кг. 19:11",1,Позднеспелый,5000,,p_01214_1.jpg
01215,215,Лангедейкер,215.,"215.Лангедейкер.Сорт позднеспелый, вегетационный период 115-125 дней. Кочаны округлые и короткоовальные, зеленовато-белой окраски, плотные, не растрескиваются. Масса 1,9-4 кг. Урожайность 12 кг/кв.м. Используют в свежем виде и для квашения. 19:12",1,Позднеспелый,9000-4000,,p_01215_1.jpg
01216,216,Лангедейкер,216.,"216.Лангедейкер.Сорт позднеспелый, вегетационный период 115-125 дней. Кочаны округлые и короткоовальные, зеленовато-белой окраски, плотные, не растрескиваются. Масса 1,9-4 кг. Урожайность 12 кг/кв.м. Используют в свежем виде и для квашения. 19:18",1,Позднеспелый,9000-4000,,p_01216_1.jpg
01217,217,Слава1305,217.,217. Слава,1,,,,p_01217_1.jpg
01218,218,ПарелF1,218.,218. ПарелF,1,Гибрид F1,,,p_01218_1.jpg
01219,219,Первый урожай,219.,"219. Первый урожай.Сверхранняя, период вегетации 60 дней. Кочан округлый, плотный, массой 2,0-2,2 кг, сочный, вкус нежный. Сорт устойчив против растрескивания и болезней. Хорошо хранится, не гниет. Высевают на рассаду с середины марта. 19:45",1,,2000,,p_01219_1.jpg
01220,220,Тюркиз,220.,"220.Тюркиз.Сорт позднеспелый, спелость наступает на 115-125 дней после высадки рассады. Кочаны округлые и округло-плоские, средней величины, массой 1,5 кг-2,5 кг, очень плотные, склонности к растрескиванию нет. 19:47",1,Позднеспелый,5000,,p_01220_1.jpg
01221,221,Украинская осень,221.,"221. Украинская осень.Сорт поздний. От посадки в грунт до хозяйственной спелости проходит 118-125 дней. Головка тугая, плоскоокруглая, светло-зеленая, весом 1,9-4,2 кг. Урожайность высокая до 12 кг/м кв. Используется для потребления в свежем виде и квашения 19:49",1,,2000,,p_01221_1.jpg
01222,222,Украинская осень,222.,"222.Украинская осень.Сорт поздний. От посадки в грунт до хозяйственной спелости проходит 118-125 дней. Головка тугая, плоскоокруглая, светло-зеленая, весом 1,9-4,2 кг. Урожайность высокая до 12 кг/м кв. Используется для потребления в свежем виде и квашения. М 21:25 Мама",1,,2000,,p_01222_1.jpg
01223,223,Харьковская зимняя,223.,"223.Харьковская зимняя. Сорт позднеспелый. Созревание кочанов наступает через 122-135 дней после высадки рассады. Кочаны округло-плоские и плосковыпуклые, зеленовато-белые, плотные не растрескиваются, масса 1,9-3,5 кг. 21:26",1,Позднеспелый,5000,,p_01223_1.jpg
01224,224,Харьковская зимняя,224.,"224. Харьковская зимняя.Сорт позднеспелый. Созревание кочанов наступает через 122-135 дней после высадки рассады. Кочаны округло-плоские и плосковыпуклые, зеленовато-белые, плотные не растрескиваются, масса 1,9-3,5 кг. М 21:49 Мама 225 Летняя Альфа.Очень скороспелый сорт, від сходів до збору 85-95 днів. Головка округло-плоская, белая, с округло-бугристой поверхностью. Вкусовые качества прекрасные. Для получения ранних урожаев семена высевают на рассаду в марте. М 22:57 Мама",1,Позднеспелый,5000,,p_01224_1.jpg
21226,226,Пионер,226.,"226. Пионер. Среднеранняя, от высадки рассады до формирования товарного урожая – 65-72 дня. Растения формируют плотные головки кремово-белого цвета, диаметром 18-22 см, средней массой 1 кг. Сорт предназначен для выращивания в открытом грунте в весенне-летний и осенний периоды. 22:58",21,,1000,,p_21226_1.jpg
01227,227,Мовир 74,227.,227.Мовир,1,,,,p_01227_1.jpg
01228,228,Снежный шар,228.,"228.Снежный шар.Очень скороспелый сорт, техническая спелость головок наступает на 85-118 день после всходов. Головка округло-плоская, чисто-белая, с округло-бугристой поверхностью. Вкусовые качества прекрасные. 23:03 229Сноу болл.Среднепоздний сорт. От высадки рассады до технической спелости 95-100 дней. Сорт хорошо подходит для получения урожая в течение длительного периода. Головки белые, плотные массой 1-1,5 кг. Имеет отличные вкусовые качества. 23:06",1,Скороспелый,5000,,p_01228_1.jpg
01230,230,Робер,230.,"230.Робер.Среднеранний, высокопродуктивный, универсальный сорт. Вегетационный период от высадки рассады – 65-70 дней. Предназначен для выращивания с ранней весны до осени, а также в неотапливаемых теплицах. Головка полувыпуклая, большая, массой 800-1200 г, плотная, белоснежная. 23:09",1,Универсальный,800-1200,,p_01230_1.jpg
21231,231,Топаз,231.,"231.Топаз.Краснкочанная.Раннеспелая, холодостойкая. Период вегетации 95-100 дней. Кочаны округлые, плотные, средней массой 1-1,5 кг, фиолетового цвета. Используют для потребления в свежем виде и переработки. 23:13",21,Раннеспелый,5000,,p_21231_1.jpg
08232,232,Лангедейкер,232.,"232. Лангедейкер. Краснокочанная.Сорт урожайный, позднеспелый, хорошо хранится. Предназначен для потребления в свежем виде в салатах. Розетка листьев среднего размера. Кочан овальный, крупный, массой 2-3 кг, очень плотный, фиолетовый. 23:19",8,Позднеспелый,2000-3000,,p_08232_1.jpg
04233,233,Краснокочанная,233.,"233. Краснокочанная.Разновидность кочанной капусты с интенсивной синевато-фиолетовой окраской листьев. Кочаны небольшие, очень плотные и лежкие. Посев семян производят с 15 февраля по 15 апреля на рассаду. 23:28",4,,,,p_04233_1.jpg
01234,234,Брюссельская,234.,"234.Брюссельская.Двулетнее растение. В первый год образует стебель высотой 40-60 см. В пазухах листьев развиваются небольшие кочанчики величиной от грецкого ореха до куриного яйца. Используют в отваренном, жаренном и тушенном видах, как гарнир для вторых блюд, для супа. 23:30",1,,,,p_01234_1.jpg
01235,235,Брюссельская красная,235.,"235.Брюссельская красная.Период от всходов до начала созревания 150-160 дней. Растения мощные, средней высоты, формируют 30-45 округлых кочанчиков массой 15-17 г. Общая масса кочанчиков с одного растения 650-750 г. Вкус, нежный и пикантный. Отлично подходят для домашней кулинарии и замораживания. 23:35",1,,15-17,,p_01235_1.jpg
04236,236,Брокколи,236.,"236. Брокколи.Разновидность спаржевой капусты. Образует рыхлую головку темно-зеленого цвета. Отличается высокой питательной ценностью. Используют для приготовления первых и вторых блюд, замораживают, консервируют. 23:37",4,,,,p_04236_1.jpg
04237,237,Кольраби белая,237.,"237. Кольраби белая.Ценной особенностью кольраби является скороспелость, период вегетации около 60 дней, это наиболее ранний овощ из капустных растений. В пищу употребляется мясистое шарообразное основание стебля, очень нежное и вкусное, содержащее большое количество сахарозы и витаминов. 23:40",4,Скороспелый,,,p_04237_1.jpg
01238,238,Кольраби Голубая,238.,"238.Кольраби Голубая. Растение холодостойкое, переносит кратковременные заморозки до –4 градусов. Для получения раннего урожая семена на рассаду высевают с 15 марта. В грунт высаживают в конце апреля, не глубоко. 23:43",1,,4,,p_01238_1.jpg
21239,239,Кольраби Гигант,239.,"239. Кольраби Гигант.Позднеспелый сорт. Период от всходов до технической спелости 100-120 дней. Плод крупный, округлый, диаметром 15-20см, белесо-зеленой окраски. Мякоть белого цвета, нежная и сочная, хороших вкусовых качеств. Масса продуктивной части 1,5-3кг. Сорт характеризуется высоко урожайностью. 23:49",21,Позднеспелый,5000-3000,,p_21239_1.jpg
08240,240,Китайская Пак-Чой,240.,"240.Китайская Пак-Чой. холодостойкий, высокоурожайный, супер ранний (45-50 дней), неприхотливый, очень популярный сорт. Кочан рыхлый- листья нежные, светло-зеленые, черешки белые, упругие, отличного пикантного вкуса. Используется в свежем виде для приготовления витаминных салатов. 23:52",8,,,,p_08240_1.jpg
01241,241,Раннеспелый сорт открытого грунта отличителен очень дружным созреванием выращивается без пасынкования урожайность до 8кг м2число гнезд от 5 до 12,241.,241. Раннеспелый сорт открытого грунта отличителен очень дружным созреванием выращивается без пасынкования урожайность до 8кг м2число гнезд от 5 до 12,1,Раннеспелый,8000,,p_01241_1.jpg
01242,242,Пекинская,242.,"242. Пекинская.Скороспелое, витаминное растение. От массовых всходов до технической спелости 30-50 дней. Кочаны удлиненно-цилиндрические. Пластинки листа по консистенции нежные, жилки сочные, вкус хороший. 23:57",1,Скороспелый,,,p_01242_1.jpg
04243,243,САвойская,243.,"243.САвойская.Разновидность кочанной капусты с сильнопузырчатыми листьями. Холодостойкое и морозоустойчивое растение. Хорошо хранится. Используют в свежем виде, для квашения, в домашней кулинарии. Блюда из савойской капусты отличаются нежным вкусом. 26 October 2020 М 00:00 Мама",4,,,,p_04243_1.jpg
21244,244,Романеско,244.,"244.Романеско.Формирует привлекательную головку, состоящую из маленьких конусов нежно-салатового цвета, весом 1,5-1,7 кг. Для осеннего употребления выращивают посевом в грунт, для раннего - рассадой. После уборки центральной головки хорошо растут боковые. 27 October 2020 М 06:46 Мама",21,,7000,,p_21244_1.jpg
01245,245,Дайкон Миноваси,245.,"245. Дайкон Миноваси.Среднеспелый сорт (период от полных всходов до начала технической спелости 65-70 дней).Корнеплоды длинные – 45-50 цилиндрические с белой кожурой и белой мякотью. Масса корнеплода 1,2-1,5 кг. 06:49",1,Среднеспелый,5000,,p_01245_1.jpg
01246,246,Дайкон Саша,246.,"246.Дайкон Саша.Дайкон (сладкая редька) создан в Японии, где и занимает первое место по посевной площад среди овощей. Раннеспелый сорт, вегетационный период - 35-45 дней. Используется в свежем виде.Дайкон (сладкая редька) создан в Японии, где и занимает первое место по посевной площади 06:55",1,Раннеспелый,,,p_01246_1.jpg
01247,247,Белий клык,247.,"247. Белий клык.Позднеспелый, период от посева до уборки составляет от 34 до 50 дней. Корнеплод крупныйдлиной 18-20 см, весом до 200 г. Мякоть белая, сочная, слабоострого вкуса, не становится дряблой. Долго не теряет товарный вид. 07:00 Красное сердце. Один из самых оригинальных сортов дайкона. Выведен в Китае. Плоды зеленовато-белые снаружи и красные внутри. Мякоть сочная, отличного полуострого вкуса. Широко используется какжелчегонное средство 07:07",1,Позднеспелый,200,,p_01247_1.jpg
01249,249,Редька Черная зимняя Среднеспелый от посева до уборки 75-100 дней,249.,249. Редька Черная зимняя Среднеспелый от посева до уборки 75-100 дней,1,Среднеспелый,,,p_01249_1.jpg
01250,250,Сквирская  белая,250.,"250.Сквирская белая.Среднеспелый лежкий сорт. К уборке урожая - 90-94 дней. Корнеплод массой до 250 г, мало погружен в почву. Мякоть белая, плотная, сочная, с умеренно острым вкусом. 07:21 251Красная зимняя.Среднеспелый сорт.Период вегетации60-80 дней корнеплоды крупные 200-300 гр, Окрас кожици красный,мякоть белая плотная,сочная. 07:32 М 07:51 Мама",1,Среднеспелый,250,,p_01250_1.jpg
01252,252,Лобо Лебедка,252.,"252.Лобо Лебедка.Сорт ранний, культивируемый в Китае,зелено,белого окраса кожици, масса плода 200-400гр. Мякоть плотная сочная вкусная. VG 15:03 Vladimir Gogunsky Мама, ты не в скайпе М 18:40 Мама",1,,200-400,,p_01252_1.jpg
01253,253,Одесская,253.,"253. Одесская.Раннеспелый. Период от посева до уборки 35-45 дней. Корнеплод белый, округлый, длиной 8-см, массой 39-70 г. Поверхность гладкая, мякоть белая, сочная, сладкая, слабоострого вкуса. 18:43",1,Раннеспелый,39-70,,p_01253_1.jpg
21254,254,Маргеланская,254.,"254. Маргеланская.Сорт раннеспелый, предназначен для летних посевов (июль). Корнеплод с гладкой поверхностью,цилиндр короткий (9-16 см) темно-зеленого цвета с белым кончиком. Лежкость хорошая. 18:57",21,Раннеспелый,,,p_21254_1.jpg
01255,255,Сударушка,255.,"255.Сударушка.Раннеспелый сорт, до технической спелости 37 дней. Предназначен для выращивания весной и осенью. Устойчив против стеблевания, долго не дрябнет. Корнеплод белый, округло-овальный,массой 56г, на ½ углублен в грунт. Мякоть нежная, сочная, плотная 19:02",1,Раннеспелый,56,,p_01255_1.jpg
01256,256,Ледяная сосулька,256.,"256.Ледяная сосулька.Среднеспелый сорт, период от всходов до уборки 35-40 дней. Корнеплод белый,длинный,веретеновидный, массой 16-32 г, приподнят над поверхностью почвы. Мякоть белая, сочная,среднеострого вкуса 19:07",1,Среднеспелый,16-32,,p_01256_1.jpg
01257,257,Подснежник,257.,"257. Подснежник.Раннеспелый сорт. Вегетационный период от всходов до технической спелости 23-28днейКорнеплоды округлой формы, малиново-красной окраски, диаметром 2,5-3см, массой 15-25г,хороших товарных качеств. 19:13",1,Раннеспелый,15-25,,p_01257_1.jpg
21258,258,Сора,258.,"258.Сора. Герм.Раннеспелый сорт, устойчивый к высоким температурам и растрескиванию. От всходов до технической спелости – 16-20 дней. Пригодна для весеннего, летнего и осеннего выращивания.Корнеплоды круглые, диаметром 3-4 см, карминно-красного цвета с белой, нежной мякотью. 19:15",21,Раннеспелый,,,p_21258_1.jpg
